case_id,fold,dice_WT,iou_WT,sens_WT,spec_WT,prec_WT,dice_TC,iou_TC,sens_TC,spec_TC,prec_TC,dice_ET,iou_ET,sens_ET,spec_ET,prec_ET,hd95_WT,hd95_TC,hd95_ET,dice_NCR,dice_ED,dice_ET_channel
BraTS20_Training_056,1,0.8872965048993133,0.797424029677397,0.8308828841846687,0.999159773894902,0.9519286482907044,0.9272511599273262,0.8643692962320139,0.9081470588235294,0.9993819308451682,0.947176293751342,0.8782639799689996,0.7829506802721088,0.8794173829990449,0.9988922950101754,0.8771135984758276,4.690415859222412,3.605551242828369,2.2360680103302,0.8057995945198747,0.6833292890075224,0.8782639799689996
BraTS20_Training_057,1,0.9362853301910279,0.8802034575298009,0.9285541851380416,0.9980758971331405,0.9441462952012228,0.9194173122263388,0.8508532689160757,0.9283285155585784,0.9996005373909683,0.910675562969141,0.8719078278549645,0.7729047762090718,0.8962034134447927,0.9994881253653254,0.8488947542065325,2.2360680103302,2.0,1.4142135381698608,0.8250082699305326,0.915666180488768,0.8719078278549645
BraTS20_Training_058,1,0.7682723245511774,0.6237355381912896,0.8988717456299239,0.9878131718793146,0.6708087684440246,0.7414080242240727,0.5890773487309034,0.8546247818499128,0.9977152672863072,0.6546791443850267,0.660596546310832,0.493202062822316,0.6273106738223018,0.9994638646540428,0.6976127320954907,10.049875259399414,13.03840446472168,11.224971771240234,0.7078467831907772,0.6909735728177554,0.660596546310832
BraTS20_Training_064,1,0.8251577110207584,0.7023561534694962,0.883254187757658,0.9912338939051798,0.7742322083672591,0.9184627058400671,0.8492196346807149,0.8633855163869805,0.999529152456761,0.9810456865784123,0.7826200455382651,0.6428724595554073,0.7641461342395922,0.9976836670183533,0.8020093332937015,16.024938583374023,5.099019527435303,2.4494898319244385,0.8421726025712001,0.49238393703082867,0.7826200455382651
BraTS20_Training_073,1,0.9260864344427827,0.862347272764236,0.9528066668164155,0.9986033481960612,0.9008239891267414,0.9535660996717398,0.9112530656476359,0.9437651367475929,0.9998208406784206,0.963572764006996,0.8501342697789713,0.7393335129794305,0.8700845665961945,0.9995048493978578,0.831078352180937,2.2360680103302,1.4142135381698608,1.0,0.8986285875865969,0.8656901389056234,0.8501342697789713
BraTS20_Training_074,1,0.8400261955188942,0.7241768669893933,0.7850994283035331,0.9980368840913767,0.9032166239681184,0.3132930392667014,0.18574242388286386,0.2035577748303035,0.9988921681273045,0.6797221016066001,0.29342869328434107,0.1719404821407974,0.19879089615931722,0.9989497695053483,0.5600500939261115,20.727981567382812,39.31920623779297,42.16633605957031,0.2245830125737747,0.6678208827615689,0.29342869328434107
BraTS20_Training_077,1,0.9070545213987762,0.8299174470803841,0.9836199509794153,0.9970088046193274,0.8415480351206206,0.9533952458038681,0.9109410615434712,0.9568191534843951,0.999812754740182,0.9499957551574837,0.8969514035617265,0.8131567425569177,0.9334087196884031,0.9996262712572114,0.8632349523588194,2.4494898319244385,1.0,1.0,0.8528006947459835,0.8724286584508693,0.8969514035617265
BraTS20_Training_078,1,0.8489011977124771,0.7374703162104737,0.8983025043769506,0.9971975040667982,0.8046502113732442,0.9186505038703081,0.8495407887628309,0.8767772511848341,0.9999257860068548,0.9647239263803681,0.8324428296644583,0.7129782170968333,0.9014117102522564,0.999631850300403,0.7732777446892992,4.335624694824219,2.2360680103302,1.7320507764816284,0.6134686346863468,0.8191063616151474,0.8324428296644583
BraTS20_Training_079,1,0.7911946653812164,0.6545261198989765,0.6759094028826356,0.9999228598886006,0.9538938395970554,0.8642188624910008,0.7609026369168357,0.8315322804100859,0.9998915496454969,0.8995803357314148,0.6479963570127505,0.4792859548669586,0.9680272108843537,0.9995150609328041,0.4869952087611225,24.343231201171875,2.0,4.4721360206604,0.22483352918135527,0.4631043256997455,0.6479963570127505
BraTS20_Training_083,1,0.9202383534725855,0.8522606414407601,0.9791197154416357,0.9967805182003202,0.8680371672042752,0.9495007680491552,0.9038566989581429,0.9367304413714719,0.9998892930525336,0.9626240996690676,0.887520123188913,0.7977853277966528,0.8846100181386912,0.9997753461397554,0.8904494382022472,2.2360680103302,1.4142135381698608,1.0,0.8449197860962567,0.9008020013244059,0.887520123188913
BraTS20_Training_091,1,0.9073724278068744,0.8304498723069871,0.847770572899258,0.9989593770137055,0.9759885483846142,0.9562547158223517,0.9161763222487476,0.9210383991346673,0.9999496506008255,0.9942711184090495,0.9265843692949666,0.8632111763514881,0.8710771493952272,0.9999286016619484,0.9896471680594243,8.062257766723633,10.904006004333496,1.4142135381698608,0.8397558531474902,0.8777877136142429,0.9265843692949666
BraTS20_Training_094,1,0.8935888962326504,0.8076463560334528,0.9864562907565324,0.9983947606044165,0.8167025333182316,0.9167974882260597,0.8463768115942029,0.9774058577405857,0.999939248753368,0.8632668144863267,0.9059429106223678,0.8280581693755347,0.9352657004830918,0.9999559987062306,0.8784029038112523,6.7082037925720215,1.0,1.0,0.7785888077858881,0.8830557251242697,0.9059429106223678
BraTS20_Training_095,1,0.963402460456942,0.9293891059027778,0.9905076709582916,0.9981664628208958,0.937741202660414,0.8311414863139001,0.7110710805303724,0.7214033195518006,0.9998721044850979,0.9802556586875102,0.902985262627535,0.8231295641390713,0.9661976386867217,0.9991531360627184,0.8475361770547621,1.0,3.464101552963257,1.0,0.340768345481449,0.8899139822302857,0.902985262627535
BraTS20_Training_102,1,0.915457130031423,0.8440949227373068,0.8869237460133372,0.9996305452518731,0.9458874458874459,0.9165223665223665,0.8459079709662383,0.8586008786752282,0.999933233986307,0.9828239845261122,0.8383656301637374,0.7217121427647744,0.7508408448809364,0.9999099749820475,0.9489882673014793,2.2360680103302,3.0,3.0,0.9235040955157573,0.7940821572845076,0.8383656301637374
BraTS20_Training_109,1,0.9512988477518882,0.9071210093672338,0.9422084111036099,0.9986656711715106,0.9605664024939524,0.9715530765208297,0.9446798413613098,0.9908977777777778,0.9995401713463254,0.952949222089246,0.9454385964912281,0.8965230410913325,0.9864091886697479,0.9992693478587824,0.9077357139849244,5.196152210235596,1.4142135381698608,1.4142135381698608,0.9109600679694138,0.9377361012430269,0.9454385964912281
BraTS20_Training_110,1,0.691849494986866,0.5288760676508852,0.5931988326354524,0.9993475743857091,0.829857104819384,0.8937329700272479,0.8078817733990148,0.9136490250696379,0.9998725922994244,0.8746666666666667,0.9077907414377117,0.8311509303928325,0.8657573582196698,0.9999606945143773,0.9541139240506329,35.423152923583984,2.4494898319244385,1.7320507764816284,0.2974910394265233,0.6048116462636479,0.9077907414377117
BraTS20_Training_115,1,0.9662579783952349,0.9347186804839672,0.9506776443581141,0.9995420209811823,0.9823575029081039,0.9767644645055396,0.9545841896836934,0.9650821001419014,0.9999370788341317,0.9887331256490135,0.9600747475473461,0.923215149630244,0.9432283575766135,0.9999111260360186,0.9775338455909257,1.4142135381698608,1.0,1.0,0.9705329153605016,0.9532526453317253,0.9600747475473461
BraTS20_Training_120,1,0.9357244736892152,0.879212619811732,0.9949527630386955,0.9949730133441399,0.8831515691075006,0.9684018750118611,0.9387394679715957,0.9729255643685174,0.9994227357489777,0.9639200574256678,0.8955096222380613,0.8107898812596799,0.9643844028246853,0.9988921527787753,0.8358169238956892,49.050994873046875,1.4142135381698608,1.0,0.9349089989888777,0.8778701064565889,0.8955096222380613
